10000,10000,10000,24.855276,80.465813,float,spread,1
10000,10000,10000,13.223319,151.247963,float,spread,2
10000,10000,10000,6.527990,306.373008,float,spread,4
10000,10000,10000,4.364651,458.226745,float,spread,6
10000,10000,10000,3.335606,599.591233,float,spread,8
10000,10000,10000,2.709307,738.196102,float,spread,10
10000,10000,10000,2.291889,872.642799,float,spread,12
10000,10000,10000,24.846595,80.493926,float,close,1
10000,10000,10000,13.264671,150.776446,float,close,2
10000,10000,10000,6.461987,309.502318,float,close,4
10000,10000,10000,4.338816,460.955250,float,close,6
10000,10000,10000,3.214806,622.121499,float,close,8
10000,10000,10000,2.570826,777.960136,float,close,10
10000,10000,10000,2.274249,879.411042,float,close,12
10000,10000,10000,52.055043,38.420869,double,spread,1
10000,10000,10000,27.416898,72.947713,double,spread,2
10000,10000,10000,14.190832,140.936068,double,spread,4
10000,10000,10000,9.542530,209.588019,double,spread,6
10000,10000,10000,7.302978,273.860875,double,spread,8
10000,10000,10000,5.992394,333.756449,double,spread,10
10000,10000,10000,5.087669,393.107352,double,spread,12
10000,10000,10000,52.014564,38.450769,double,close,1
10000,10000,10000,27.291455,73.283010,double,close,2
10000,10000,10000,14.072860,142.117523,double,close,4
10000,10000,10000,9.366817,213.519708,double,close,6
10000,10000,10000,7.240341,276.230081,double,close,8
10000,10000,10000,5.738078,348.548753,double,close,10
10000,10000,10000,5.129628,389.891827,double,close,12
